1	大人	noun, な adjective, の adjective	おとな	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>おとな</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-おとな-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-おとな-Female.mp3]</reading-audio></div></div>"	"""I'm an <kanji>adult</kanji>, which means I have adult responsibilities. <reading>Oh, Toner</reading> (<jp>おとな</jp>)? I need some of that for my terrible printer..."" ... now feel so sad you have such a terrible printer that runs out of toner every day. Ohhhh Toner!"	Vocabulary Reading	-	Vocabulary_Reading Level_1
1	一人	noun	ひとり	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>ひとり</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-ひとり-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-ひとり-Female.mp3]</reading-audio></div></div>"	"The reading for this vocab doesn't follow any rules you learned previously. It's an exception, which means you have to learn the reading separately too. Spend a few moments trying to remember this word, look away for 10 seconds, and then try to recall its reading. Could you do it? Try again, this time in thirty seconds. Did you do it again? Okay, go ahead and move on. You may know it now, though you'll need to recall it again in the next 5-10 minutes if you want to remember it for good.<br><br>_x000D_
_x000D_
Alternatively, if you know the reading for the vocab word <jp>一つ</jp> (in the same level as this word), you can know that it uses the same reading!"	Vocabulary Reading	-	Vocabulary_Reading Level_1
1	人工	noun, の adjective	じんこう	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>じんこう</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-じんこう-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-じんこう-Female.mp3]</reading-audio></div></div>"	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	Vocabulary Reading	-	Vocabulary_Reading Level_1
1	大きい	い adjective	おおきい	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>おおきい</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-おおきい-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-おおきい-Female.mp3]</reading-audio></div></div>"	"What do you do when you see something really, really <vocabulary>big</vocabulary>? You say <reading><span lang=""ja"">おお</span></reading> because you can't believe your eyes. Imagine something really large and say <jp>おお</jp> out loud to help seal the memory in that brain of yours."	Vocabulary Reading	-	Vocabulary_Reading Level_1
1	下	noun	した	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>した</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-した-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-した-Female.mp3]</reading-audio></div></div>"	"When a vocab is a single kanji and is alone it tends to use the kun'yomi reading. You learned the on'yomi reading for this kanji, so now it's time to learn the kun'yomi reading to learn this vocabulary word.<br><br>_x000D_
_x000D_
What's <vocabulary>below</vocabulary> you? What's below your foot? Oh no. The worst thing possible: It's <reading><jp>した</jp></reading>."	Vocabulary Reading	-	Vocabulary_Reading Level_1
1	八	numeral	はち	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>はち</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-はち-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-はち-Female.mp3]</reading-audio></div></div>"	When a vocab is a single kanji and all alone like this, it's usually going to use the kun'yomi. But, because this is a number (exception) it uses the on'yomi instead, meaning you already know the reading from when you learned the kanji!	Vocabulary Reading	-	Vocabulary_Reading Level_1
1	八つ	numeral	やっつ	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>やっつ</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-やっつ-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-やっつ-Female.mp3]</reading-audio></div></div>"	"Since all of the ""number of things"" words all follow the same pattern (number plus <jp>つ</jp>), you really just have to remember the part before the <jp>つ</jp> (and then remember that the <jp>つ</jp> is in all of these). All of the readings are the kun'yomi reading, which means we'll have to use a mnemonic to remember them (you know the on'yomi reading of the kanji portion).<br><br>_x000D_
_x000D_
So what <vocabulary>eight things</vocabulary> do you have? You have eight <reading>yachts</reading> (<jp>やっつ</jp>). Go ahead and count them. They're beautiful. Also, be sure not to be confused by this particular reading mnemonic. It includes the <jp>つ</jp>, even though the <jp>つ</jp> is outside the reading you need to learn (just makes things easier for you overall). Since you can see the <jp>つ</jp> outside, it shouldn't be too difficult for you."	Vocabulary Reading	-	Vocabulary_Reading Level_1
1	入り口	noun	いりぐち	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>いりぐち</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-いりぐち-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-いりぐち-Female.mp3]</reading-audio></div></div>"	"This word is really two separate words put together to form one, so let's look at it in two parts:<br><br>_x000D_
_x000D_
The kanji <jp>入</jp> has <jp>り</jp> attached to it as okurigana (hiragana that comes after a kanji), so you can bet that <jp>入り</jp> will use a kun'yomi reading for the kanji. You haven't learned this reading yet, so here's a mnemonic to help you:<br><br>_x000D_
_x000D_
The <vocabulary>entrance</vocabulary> you're going through is really <reading>eerie</reading> (<jp>いり</jp>). It has cobwebs and creepy figures carved into it, and it just gives you a really eerie feeling.<br><br>_x000D_
_x000D_
Since <jp>入り</jp> uses the kun'yomi, you can guess that <jp>口</jp> will follow suit. You learned this reading with the vocabulary, but the <jp>く</jp> in <jp>くち</jp> changes to <jp>ぐ</jp> due to something called rendaku. Think of it as an eerie entrance into the <reading>Gucci</reading> (<jp>ぐち</jp>) store."	Vocabulary Reading	-	Vocabulary_Reading Level_1
1	大した	adjective	たいした	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>たいした</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-たいした-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-たいした-Female.mp3]</reading-audio></div></div>"	The reading for the <jp>大</jp> part is actually the on'yomi reading you learned when learning its kanji. So, as long as you remember that (and remember to use that reading), you can read this word as well. <jp>大した</jp> = <reading><jp>たいした</jp></reading>.	Vocabulary Reading	-	Vocabulary_Reading Level_1
1	山	noun	やま	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>やま</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-やま-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-やま-Female.mp3]</reading-audio></div></div>"	"When a vocab is a single kanji all alone with no okurigana (hiragana attached to the kanji) it's usually going to be the kun'yomi reading, which you didn't learn when you learned the kanji. To remember this word's reading we'll use a mnemonic.<br><br>_x000D_
_x000D_
What are you doing going up into the <vocabulary>mountain</vocabulary>s? You're hunting for <reading>yam</reading>s (<jp>やま</jp>). Go ahead, imagine yourself doing just that, climbing up the mountain (it's hard work!) and then digging in the ground with your hands, then pulling up that sweet, delicious yam! Mmm!"	Vocabulary Reading	-	Vocabulary_Reading Level_1
1	口	noun	くち	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>くち</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-くち-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-くち-Female.mp3]</reading-audio></div></div>"	"When a vocab is made up of a single kanji with no okurigana (hiragana attached to the kanji) it's generally going to use the kun'yomi reading, which you did not learn from learning the kanji. To remember this word, you should use a mnemonic. With your <vocabulary>mouth</vocabulary>, make a ""<reading>kuchi</reading> kuchi kou"" (<jp>くち</jp>) sound. Go ahead, make it. Focus on your mouth and try to imagine each shape it makes while zooming in on it. You're talking to a baby, which is why you're making all these ridiculous noises. Also, instead of ""coo"" at the end, you're saying ""kou,"" because that's the reading of the kanji (<jp>こう</jp>).<br><br>_x000D_
_x000D_
<jp>くちくちこう！くちくちこう！</jp> Sounds like something from Arrested Development, actually."	Vocabulary Reading	-	Vocabulary_Reading Level_1
1	ふじ山	proper noun	ふじさん	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>ふじさん</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-ふじさん-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-ふじさん-Female.mp3]</reading-audio></div></div>"	Normally <jp>ふじ</jp> would be in kanji, but I wanted you to see this kanji use in action since it's more useful than just being used on Mount Fuji. This is treated like a jukugo word (combo kanji word). In the case of jukugo, usually the on'yomi reading is used, meaning you just have to remember the on'yomi reading of <jp>山</jp>. Luckily, you learned this when you were learning the kanji, so you should already know it! 	Vocabulary Reading	-	Vocabulary_Reading Level_1
1	九	numeral	きゅう,く	"<div class=""reading-grid""><div class=""reading-item""><reading><jp>きゅう</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-きゅう-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-きゅう-Female.mp3]</reading-audio></div><div class=""reading-item""><reading><jp>く</jp></reading><reading-audio class=""audio-male"">[sound:Vocab-く-Male.mp3]</reading-audio><reading-audio class=""audio-female"">[sound:Vocab-く-Female.mp3]</reading-audio></div></div>"	When a vocab is made up of a single kanji with no okurigana (hiragana attached to the kanji), it usually uses the kun'yomi reading. Numbers are the exception, as you might already know. When they're alone with no okurigana they're the on'yomi reading, which you should already know from learning the kanji that makes up this word.	Vocabulary Reading	-	Vocabulary_Reading Level_1
