1	上	じょう	"<div class=""reading-grid""><div class=""reading-item""><h1>On'yomi</h1><reading><jp>じょう</jp></reading></div><div class=""reading-item""><h1>Kun'yomi</h1><jp>うえ, あ, のぼ, うわ, かみ</jp></div><div class=""reading-item""><h1>Nanori</h1>None</div></div>"	"Of course when you find a toe <kanji>above</kanji> the ground, you want to know where the toe came from. When you examine it, you see a name written on there. This toe belongs to the local clumsy farmhand, <reading>Jou</reading>rm (<jp>じょう</jp>).<br><br>

- Hint: Try to remember Jourm, the local farmhand. He is a recurring character that will come up anytime the reading for a kanji is <jp>じょう</jp>.<br><br>

- Hint: He is a very big man, and he wears farmer's clothes. It's important to imagine your version of Jourm as very big, because it will help us to differentiate him from Jo-Anne, who is the character associated with the similar, but shorter reading (and character) <jp>じょ</jp>. Although Jourm will develop as you go through all the <jp>じょう</jp> reading kanji, for now just imagine him as a big, kinda slow dude who works for a local farmer. Also, he only has nine or fewer toes, apparently."	Kanji Reading	-	Kanji_Reading Level_1
1	下	か, げ	"<div class=""reading-grid""><div class=""reading-item""><h1>On'yomi</h1><reading><jp>か, げ</jp></reading></div><div class=""reading-item""><h1>Kun'yomi</h1><jp>した, さ, くだ, お</jp></div><div class=""reading-item""><h1>Nanori</h1>None</div></div>"	"You keep digging for the <radical>toe</radical> <kanji>below</kanji> the <radical>ground</radical>, and instead of hitting a <radical>toe</radical> you hit something hard and metallic. You keep digging and digging around it, but it's huge. Turns out, you found yourself a <reading>car</reading> (<jp>か</jp>). Keep digging until you unearth the car. Inside, you find the toe you were looking for.<br><br>

- Hint: There's another useful on'yomi reading that just isn't useful enough for you to learn now. That reading is <jp>げ</jp>, but we're only going to worry about that much, much later when you have to learn one or two vocab words that read <jp>下</jp> as <jp>げ</jp>. That's the problem with really common kanji - too many readings."	Kanji Reading	-	Kanji_Reading Level_1
1	大	たい, だい	"<div class=""reading-grid""><div class=""reading-item""><h1>On'yomi</h1><reading><jp>たい, だい</jp></reading></div><div class=""reading-item""><h1>Kun'yomi</h1><jp>おお</jp></div><div class=""reading-item""><h1>Nanori</h1><jp>ひろ</jp></div></div>"	"There's this big guy (that's how you remember the radical, remember?), and he's wearing a huge <reading>Tie Dye</reading> (<jp>たい</jp>, <jp>だい</jp>) shirt. Because he's so huge, the tie dye shirt is also super huge. Everything about him is pretty big, but the tie dye stands out more than anything.<br><br>

- Hint: When you look at the big guy in your head, imagine him covered in tie dye head to toe. Think about how ridiculous it looks on him, especially since he's such a big guy. Shirt. Sweatpants. Hat. Shoes... it goes on and on."	Kanji Reading	-	Kanji_Reading Level_1
1	工	こう, く	"<div class=""reading-grid""><div class=""reading-item""><h1>On'yomi</h1><reading><jp>こう, く</jp></reading></div><div class=""reading-item""><h1>Kun'yomi</h1>None</div><div class=""reading-item""><h1>Nanori</h1>None</div></div>"	"For kanji that use the <jp>こう</jp> (there are a lot of them!) we will use the character <jp>こういち</jp> every time. He's one of the people who started this website, so we'll do our best in the mnemonics to embarrass him as much as possible. Anyways, remember that whenever you see <jp>こう</jp>, think <jp>こういち</jp>.<br><br>

You see some <kanji>construction</kanji> in front of you. There, standing shirtless (only a suspender and hard hat) is (<reading><jp>こう</jp></reading>), looking back at you.<br><br>

- Hint: If <jp>こういち</jp> as a construction worker standing in a construction site some how doesn't make your legs tremble, that's okay and totally normal. Do make sure you take this story to a ridiculous enough level to hook a memory into that brain of yours. Be mad at him for not following construction site regulations (where's his shirt, shoes, and pants!?). Why is he using that bulldozer like that?<br><br>

- Hint: Alternatively, say you really do like what you see (you're going to have to imagine a much better looking version of <jp>こういち</jp>'s actual face, though). You and <jp>こういち</jp> make eye contact a little too long. He nods, puts his cigarette out, and takes off his hard hat, letting his long Fabio-esque locks flow. You beckon him over and he comes. What happens next is up to you and your own imagination. My guess is you have a very deep conversation about kanji and the best ways to learn it.<br><br>

- Hint: Hint: When you see <jp>工</jp> in a kanji it will often take the <jp>こう</jp> reading. Remember that, because it comes up quite a bit!"	Kanji Reading	-	Kanji_Reading Level_1
1	八	はち	"<div class=""reading-grid""><div class=""reading-item""><h1>On'yomi</h1><reading><jp>はち</jp></reading></div><div class=""reading-item""><h1>Kun'yomi</h1><jp>や, よう</jp></div><div class=""reading-item""><h1>Nanori</h1>None</div></div>"	"After you count and smell all <kanji>eight</kanji> of your fins, it's time to put them away. You open a large <reading>hatch</reading> (<jp>はち</jp>) and put them in. This is where you keep your fins, always putting in eight at a time because that's what the boss wants.<br><br>

- Hint: You've asked him why you can only put eight fins at a time in the hatch, but he never wants to answer. What could be down in the hole that the hatch covers? Why is there a hatch at all? What's with numbers and hatches being mysterious?"	Kanji Reading	-	Kanji_Reading Level_1
1	入	にゅう	"<div class=""reading-grid""><div class=""reading-item""><h1>On'yomi</h1><reading><jp>にゅう</jp></reading></div><div class=""reading-item""><h1>Kun'yomi</h1><jp>はい, い</jp></div><div class=""reading-item""><h1>Nanori</h1>None</div></div>"	"Turns out, after you <kanji>enter</kanji> the teepee (you'll remember that the radical is a teepee with a big entrance to it), you're given a <reading>new</reading> (<jp>にゅう</jp>) one! Now you have two teepees!<br><br>

- Hint: Imagine lights turning on and flashing, and an entire audience inside. You're at a gameshow, and the announcer announces the <reading>neeeeew</reading> teepee in his announcey voice. Feel the surprise. Feel the happiness. Feel the excitement. A beautiful new teepee all for you! "	Kanji Reading	-	Kanji_Reading Level_1
1	山	さん	"<div class=""reading-grid""><div class=""reading-item""><h1>On'yomi</h1><reading><jp>さん</jp></reading></div><div class=""reading-item""><h1>Kun'yomi</h1><jp>やま</jp></div><div class=""reading-item""><h1>Nanori</h1>None</div></div>"	"Think about <kanji>mountains</kanji> talking to each other, calling each other by their names and adding the Japanese name-ender <reading>san</reading> (<jp>さん</jp>) to each of their names. ""Hello, Everest-<reading>san</reading>."" ""Oh hi, Fuji-<reading>san</reading>.""<br><br>

- Hint: Be sure to imagine this vividly. The more absurdly you can imagine it, the more likely you are to remember the reading, <reading>san</reading>."	Kanji Reading	-	Kanji_Reading Level_1
1	口	こう, く	"<div class=""reading-grid""><div class=""reading-item""><h1>On'yomi</h1><reading><jp>こう, く</jp></reading></div><div class=""reading-item""><h1>Kun'yomi</h1><jp>くち</jp></div><div class=""reading-item""><h1>Nanori</h1>None</div></div>"	"Do you remember seeing the construction worker <jp>こういち</jp> earlier in the <jp>工</jp> mnemonic? If you haven't yet, not to worry! 
For kanji with <jp>こう</jp> readings (there are a lot of them!) we will use the character <jp>こういち</jp> every time. He's one of the people who started this website, so we'll do our best in the mnemonics to embarrass him as much as possible. Anyways, remember that whenever you see <jp>こう</jp>, think <jp>こういち</jp>.<br><br>

Everyone agrees, (<reading><span lang=""ja"">こう</span></reading><jp>いち</jp>)'s <kanji>mouth</kanji> is his best feature. You stare at it lovingly as he whispers sweet kanji readings to you.<br><br>

- Hint: You just can't forget all the cool things about kanji learning he said from that mouth. What a great mouth <jp>こういち</jp> has. How are the lips of his mouth both so skinny and fat at the same time?"	Kanji Reading	-	Kanji_Reading Level_1
1	九	く, きゅう	"<div class=""reading-grid""><div class=""reading-item""><h1>On'yomi</h1><reading><jp>く, きゅう</jp></reading></div><div class=""reading-item""><h1>Kun'yomi</h1><jp>ここの</jp></div><div class=""reading-item""><h1>Nanori</h1>None</div></div>"	"Although this kanji has two on'yomi to learn, the pronunciations of those two on'yomi are very similar, so that should make them easier to remember.<br><br>

When you were <kanji>nine</kanji> your favorite foods were <reading>coo</reading>kies (<jp>く</jp>) and <reading>cu</reading>cumbers (<jp>きゅう</jp>). Yum yum!<br><br>

- Hint: Picture nine-year-old you, lining up nine cookies and nine cucumbers. You dip a cookie in milk and bite into it, then dip a cucumber in and take a bite. Nine bites each until they're all gone. Ah, you miss being nine."	Kanji Reading	-	Kanji_Reading Level_1
1	一	いち, いつ	"<div class=""reading-grid""><div class=""reading-item""><h1>On'yomi</h1><reading><jp>いち, いつ</jp></reading></div><div class=""reading-item""><h1>Kun'yomi</h1><jp>ひと</jp></div><div class=""reading-item""><h1>Nanori</h1><jp>かず</jp></div></div>"	"As you're sitting there next to <kanji>One</kanji>, holding him up, you start feeling a weird sensation all over your skin. From the wound comes a fine powder (obviously coming from the special bullet used to kill One) that causes the person it touches to get extremely <reading>itchy</reading> (<jp>いち</jp>).<br><br>

- Hint: Make sure you feel the ridiculously <reading>itchy</reading> sensation covering your body. It climbs from your hands, where you're holding the number <kanji>One</kanji> up, and then goes through your arms, crawls up your neck, goes down your body, and then covers everything. It becomes uncontrollable, and you're scratching everywhere, writhing on the ground. It's so itchy that it's the most painful thing you've ever experienced (you should imagine this vividly, so you remember the reading of this kanji)."	Kanji Reading	-	Kanji_Reading Level_1
1	人	にん, じん	"<div class=""reading-grid""><div class=""reading-item""><h1>On'yomi</h1><reading><jp>にん, じん</jp></reading></div><div class=""reading-item""><h1>Kun'yomi</h1><jp>ひと, と</jp></div><div class=""reading-item""><h1>Nanori</h1>None</div></div>"	"Only one <kanji>person</kanji> at <reading>Nin</reading>tendo (<jp>にん</jp>) complained about the new <reading>jean</reading>s (<jp>じん</jp>) policy, and that person was you.<br><br>

- Hint: Imagine how angry you were about the policy. You'll have to come up with something to be angry about yourself (pick something that would actually make you angry, like maybe you're only allowed to wear cut off short-shorts jeans at Nintendo now), but if you pick something good, you'll definitely remember the two readings for this. Just remember you're working at <reading>Nin</reading>tendo, and the policy has to be something about <reading>jean</reading>s. Then, imagine yourself as the only <kanji>person</kanji> complaining and everyone else in their dumb jeans (or lack-thereof) shaking their head at you because you're being a fool."	Kanji Reading	-	Kanji_Reading Level_1
