1	上	Above,Up,Over	"<p class=""element-item primary""> Above </p>,<p class=""element-item""> Up </p>,<p class=""element-item""> Over </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ト</jp-symbol></span><p>Toe</p></radical><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical></div>"	"You find a <radical>toe</radical> on the <radical>ground</radical>. It's weird, because it's <kanji>above</kanji> the ground, not where toes belong.<br><br>

- Hint: Focus your imagination on how body parts should be buried, not above ground like this. Sure, finding a toe is a little strange, but finding a toe above the ground? Downright silly."	Kanji Meaning	-	Kanji_Meaning Level_1
1	下	Below,Down,Under,Beneath	"<p class=""element-item primary""> Below </p>,<p class=""element-item""> Down </p>,<p class=""element-item""> Under </p>,<p class=""element-item""> Beneath </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical><radical class=""component""><span><jp-symbol>ト</jp-symbol></span><p>Toe</p></radical></div>"	"There's a <radical>toe</radical> <kanji>below</kanji> <radical>ground</radical>.<br><br>

- Hint: So, where is the <radical>toe</radical> now? It's <kanji>below</kanji> ground. Imagine yourself digging it out, and thinking... ugh, why does it have to be <kanji>below</kanji> ground like this? So irritating. Will I be able to sew it back on in time to save it?"	Kanji Meaning	-	Kanji_Meaning Level_1
1	大	Big,Large	"<p class=""element-item primary""> Big </p>,<p class=""element-item""> Large </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>大</jp-symbol></span><p>Big</p></radical></div>"	"The <radical>big</radical> radical and the <kanji>big</kanji> kanji are exactly the same!<br><br>

- Hint: So, if you know the radical, you know the meaning of this kanji as well."	Kanji Meaning	-	Kanji_Meaning Level_1
1	工	Construction,Industry	"<p class=""element-item primary""> Construction </p>,<p class=""element-item""> Industry </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>工</jp-symbol></span><p>Construction</p></radical></div>"	"The <radical>construction</radical> radical and the <kanji>construction</kanji> kanji are the same!<br><br>

This kanji also means <kanji>industry</kanji>, which is what construction is, if you think about it. It's all part of the construction industry.<br><br>

- Hint: Know your radicals and you'll know this kanji's meaning."	Kanji Meaning	-	Kanji_Meaning Level_1
1	八	Eight	"<p class=""element-item primary""> Eight </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ハ</jp-symbol></span><p>Fins</p></radical></div>"	"This isn't exactly the same as the <radical>fins</radical> radical, but it's close. Sometimes this will happen (where we have to use a slightly ""modified radical"" version of the original), so it's good to understand that now, early on. In this case, we have fins. How many fins? <kanji>Eight</kanji> fins. How do you know that? Because you caught four fish with two fins each.<br><br>

- Hint: Count the fins out in front of you, all the way from one to eight. It'll help if you actually do this. Now smell each fin, and think ""Wow, I have to smell all eight of these?"" Yes, you do."	Kanji Meaning	-	Kanji_Meaning Level_1
1	入	Enter	"<p class=""element-item primary""> Enter </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>入</jp-symbol></span><p>Enter</p></radical></div>"	"The kanji and the radical are the same, so remembering the meaning of this kanji is as simple as making sure you know the radical for <radical>enter</radical> first! If you know the radical, you know this kanji means <kanji>enter</kanji> as well.<br><br>

- Hint: Make sure you know those radicals, yo!"	Kanji Meaning	-	Kanji_Meaning Level_1
1	山	Mountain	"<p class=""element-item primary""> Mountain </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>山</jp-symbol></span><p>Mountain</p></radical></div>"	"The <radical>mountain</radical> radical and the <kanji>mountain</kanji> kanji are the same.<br><br>

- Hint: Make sure you're studying your radicals. If you are, then you're studying your kanji as well!"	Kanji Meaning	-	Kanji_Meaning Level_1
1	口	Mouth	"<p class=""element-item primary""> Mouth </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical></div>"	"The <radical>mouth</radical> radical and the <kanji>mouth</kanji> kanji are exactly the same!<br><br>

- Hint: If you learned your radicals–which the WaniKani system forces you to do (unless you're cheating)–you'll already know the meaning of the kanji."	Kanji Meaning	-	Kanji_Meaning Level_1
1	九	Nine	"<p class=""element-item primary""> Nine </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>九</jp-symbol></span><p>Nine</p></radical></div>"	"Nice! This kanji is the same as the radical that looks just like it (down to the meaning, even!). The radical is <radical>nine</radical> and the kanji is <kanji>nine</kanji>, making the meaning of this kanji really easy to remember as long as you know the radical first.<br><br>

- Hint: If you know your radicals well, this kanji will be a breeze!"	Kanji Meaning	-	Kanji_Meaning Level_1
1	一	One	"<p class=""element-item primary""> One </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical></div>"	"Lying on the <radical>ground</radical> is something that looks just like the ground, the number <kanji>One</kanji>. Why is this One lying down? It's been shot by the number two. It's lying there, bleeding out and dying. The number One doesn't have long to live.<br><br>

- Hint: To remember the meaning of <kanji>One</kanji>, imagine yourself there at the scene of the crime. You grab <kanji>One</kanji> in your arms, trying to prop it up, trying to hear its last words. Instead, it just splatters some blood on your face. ""Who did this to you?"" you ask. The number One points weakly, and you see number Two running off into an alleyway. He's always been jealous of number One and knows he can be number one now that he's taken the real number one out."	Kanji Meaning	-	Kanji_Meaning Level_1
