Level	Symbol	Meaning	Kanji Component Name	Kanji Component Symbol	Meaning Mnemonic	Word Type	Reading	Reading Whitelist	Reading Mnemonic	Reading Audio Male	Reading Audio Female	Context 1-EN	Context 1-JP	Context 2-EN	Context 2-JP	Context 3-EN	Context 3-JP	Context 4-EN	Context 4-JP
40	優雅	Elegance,Grace	Superior,Elegant	優,雅	Something that is <kanji>superior</kanji> and <kanji>elegant</kanji> has much <vocabulary>elegance</vocabulary> and <vocabulary>grace</vocabulary>.	noun,な adjective	<reading><jp>ゆうが</jp></reading>	ゆうが	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-ゆうが-Male.mp3]	[sound:Vocab-ゆうが-Female.mp3]	"She is a self-appointed ""elegant madam."""	<jp>彼女は自称「優雅なマダム」です。</jp>	None	None	None	None	None	None
41	侵入	Intrusion,Penetration	Invade,Enter	侵,入	If you <kanji>invade</kanji> and <kanji>enter</kanji> that is an <vocabulary>intrusion</vocabulary>.	noun,する verb,の adjective	<reading><jp>しんにゅう</jp></reading>	しんにゅう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-しんにゅう-Male.mp3]	[sound:Vocab-しんにゅう-Female.mp3]	This computer virus is going to penetrate thousands of computers at the stroke of midnight on the night of New Year’s Eve.	<jp>このコンピュータウィルスは、大晦日の夜に時計の針が12時を告げると、何千台ものパソコンに侵入をするんですよ。</jp>	None	None	None	None	None	None
41	樹皮	Tree Bark,Bark	Wood,Skin	樹,皮	A <kanji>wood</kanji> <kanji>skin</kanji> is <vocabulary>tree bark</vocabulary>. It's the wooden skin around trees.	noun	<reading><jp>じゅひ</jp></reading>	じゅひ	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-じゅひ-Male.mp3]	[sound:Vocab-じゅひ-Female.mp3]	Is the bark edible? 	<jp>その樹皮は食べられますか？</jp>	None	None	None	None	None	None
41	撤回	Withdrawal,Repeal,Taking Back	Withdrawal,Times	撤,回	If you do a <kanji>withdrawal</kanji> of something it's like you're <kanji>revolv</kanji>ing back to how things originally were. This is a <vocabulary>withdrawal</vocabulary> or <vocabulary>repeal</vocabulary>. It's <vocabulary>taking back</vocabulary> something you said previously.	noun,する verb,の adjective	<reading><jp>てっかい</jp></reading>	てっかい	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own. Look out for the shortened <jp>てつ</jp>.	[sound:Vocab-てっかい-Male.mp3]	[sound:Vocab-てっかい-Female.mp3]	Sorry, I take back what I said.	<jp>ごめん。前言撤回するよ。</jp>	I'm in trouble because the manager is asking me to withdraw my resignation.	<jp>部長から辞表の撤回を求められて困っています。</jp>	I got a LINE message about the repeal of the strike.	<jp>スト撤回の知らせがラインで回ってきた。</jp>	None	None
41	潜在意識	Subconscious	Conceal,Exist,Idea,Discerning	潜,在,意,識	If <jp>意識</jp> is <kanji>consciously</kanji>, then what <kanji>exist</kanji>s <kanji>conceal</kanji>ed in your mind is your <vocabulary>subconscious</vocabulary>.	noun,の adjective	<reading><jp>せんざいいしき</jp></reading>	せんざいいしき	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-せんざいいしき-Male.mp3]	[sound:Vocab-せんざいいしき-Female.mp3]	Dreams are often said to reflect our subconscious.	<jp>夢ってのは、僕たちの潜在意識を反映しているとよく言われるよね。</jp>	None	None	None	None	None	None
40	内緒話	Confidential Talk,Whispering	Inside,Together,Talk	内,緒,話	The <kanji>inside</kanji> <kanji>together</kanji> <kanji>talk</kanji> is talk that's only inside between us. It's <vocabulary>confidential talk</vocabulary>.	noun	<reading><jp>ないしょばなし</jp></reading>	ないしょばなし	This word uses the on'yomi of <jp>内緒</jp> and kun'yomi of <jp>話</jp>, only rendakued.	[sound:Vocab-ないしょばなし-Male.mp3]	[sound:Vocab-ないしょばなし-Female.mp3]	They are trying to whisper to each other, but their voices are so loud that I can hear everything.	<jp>当人達は内緒話をしているつもりのようだが、声がでかいので全部筒抜けだよ。</jp>	None	None	None	None	None	None
43	沼沢	Swamp,Marsh	Bog,Swamp	沼,沢	A <kanji>bog</kanji> <kanji>swamp</kanji> is a <vocabulary>swamp</vocabulary> or <vocabulary>marsh</vocabulary>.	noun	<reading><jp>しょうたく</jp></reading>	しょうたく	Oddly, this is the one word that uses the on'yomi reading, which you didn't learn with the kanji. To remember this particular <vocabulary>swamp</vocabulary>, note how there are two kanji in here that make this area particularly swampy. Because it's the swampiest, boggiest place in all of Japan, of course the <reading>Sho</reading>gun (<jp>しょう</jp>) wants it for himself. Even though it's useless land, he wants the best of everything, being the Shogun and all.	[sound:Vocab-しょうたく-Male.mp3]	[sound:Vocab-しょうたく-Female.mp3]	This plant with yellow flowers lives in swamps.	<jp>この黄色い花を咲かせる植物は、沼沢地に生息します。</jp>	None	None	None	None	None	None
41	鉱山	A Mine,Mine	Mineral,Mountain	鉱,山	A <kanji>mineral</kanji> <kanji>mountain</kanji> is one that you should build <vocabulary>a mine</vocabulary> in, to get all those minerals.	noun	<reading><jp>こうざん</jp></reading>	こうざん	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own. Watch out for the rendaku.	[sound:Vocab-こうざん-Male.mp3]	[sound:Vocab-こうざん-Female.mp3]	When I worked in a mine, I always had back pain.	<jp>鉱山で働いてる時は、いつも背中に痛みがありました。</jp>	None	None	None	None	None	None
43	奇襲	Surprise Attack	Odd,Attack	奇,襲	An <kanji>odd</kanji> <kanji>attack</kanji> is an attack you don't expect. This is a <vocabulary>surprise attack</vocabulary>.	noun,する verb,の adjective	<reading><jp>きしゅう</jp></reading>	きしゅう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-きしゅう-Male.mp3]	[sound:Vocab-きしゅう-Female.mp3]	We didn’t expect our rival’s surprise attack.	<jp>敵の奇襲を予想できなかった。</jp>	None	None	None	None	None	None
43	朗報	Good News	Bright,News	朗,報	A <kanji>bright</kanji> <kanji>news</kanji> report is going to be one full of <vocabulary>good news</vocabulary>. A dark news report is probably bad news, but we only care about good news right now, don't we?	noun	<reading><jp>ろうほう</jp></reading>	ろうほう	This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.	[sound:Vocab-ろうほう-Male.mp3]	[sound:Vocab-ろうほう-Female.mp3]	I’m here to tell you some good news.	<jp>朗報を伝えるためにここに来ました。</jp>	None	None	None	None	None	None
